"Bt1"||"B"||1|30|38|46|78|86|94||48||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|87|93|98|8|14|19|0|0|0.1|0|0.1|0.3|0|0.4|0.8|0.5|0.9|1.8|7.6|12.6|17.6|46|53|62||36|||17||28|33|35|0|0|0|0.5|0.8|1||||1.35|1.39|1.43||||1.6|1.67|1.74|2.65|1.41|2.7|4.23|0.19|0.19|0.21||||23.8|26|28.2|14|16.4|18.8|43|45|46|3|5.5|6|38|45|47|19|23|25|16|23|27|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|19|23|27||||17.7|22|27|6.1|6.7|7.8|5.6|6.1|7.3|||||||0.9|4.4|6.6|||||||||||||||||||||"21905237"|"64605693"
"Bt2"||"B"||2|78|86|94|110|118|126||32||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|86|91|97|12|18|24|0|0|0.1|0|0.1|0.3|0.1|0.4|0.8|0.5|1|2|11.5|16.5|21.5|44|53|61||38|||15||27|29|32|0|0|0|0.3|0.5|0.7||||1.36|1.4|1.44||||1.54|1.6|1.68|2.65|4.23|9|14.11|0.19|0.19|0.21||||21.3|22.6|23.9|10.5|12|13.5|43|44|46|3|4.5|6|37|40|44|19|20|23|15|18|24|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|17|20|23||||16.2|19.1|23|6.6|6.9|7.8|5.6|6.1|7.3|||||||0.6|3.4|4.7|||||||||||||||||||||"21905237"|"64605694"
"BC"||"BC"|||110|118|126|126|138|150||20||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|86|91|98|12|18|24|0|0.1|0.3|0|0.2|0.3|0.1|0.4|0.8|0.5|1|2|12.3|16.3|24.3|46|55|64||39|||16||24|27|30|0|0|0|0.2|0.3|0.4||||1.37|1.42|1.47||||1.54|1.6|1.68|2.65|4.23|9|14.11|0.2|0.21|0.22||||21.1|23.7|26.7|11.3|13.5|15.7|42|44|46|3|4|6|34|38|42|16|19|21|12|17|22|".49"|".49"|0|0|2|0|0|0|0|0|0|0|0.2|2|16|19|23||||15.6|20|23|6.6|7.4|8.4|6.1|6.9|7.8|||||||0|1.9|4.6|||||||||||||||||||||"21905237"|"64605695"
"C"||"C"|||126|138|150|200|200|200||62||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|84|90|96|16|22|28|0|0.1|0.3|0|0.2|0.5|0.1|0.3|0.8|0.5|1|2|14.4|20.4|26.4|44|53|62||39|||14||22|25|28|0|0|0|0.1|0.2|0.3||||1.37|1.41|1.45||||1.51|1.56|1.61|2.65|4.23|9|14.11|0.2|0.21|0.22||||21.2|24.2|27.2|11.4|12.4|13.4|43|44|46|3|3.3|6|32|35|40|15|17|20|11|14|20|".49"|".49"|0|1|2|0|0|0|0|0|0|0|0.3|2|16|18|20||||14.6|18|20|6.6|7.5|8.4|6.1|7|7.8|||||||0|1.5|4.2|||||||||||||||||||||"21905237"|"64605696"
"Ap"||"A"|||0|0|0|15|20|25||20||0|0|0|0|0|0|100|100|100|100|100|100|96|99|100|86|92|97|10|16|22|0|0.1|0.2|0|0.3|0.6|0.1|0.8|1.6|0.5|1.5|4|8.3|13.3|18.3|52|60|69||44|||16||20|24|26|0|0|0|2|3|4||||1.18|1.24|1.3||||1.28|1.36|1.44|2.65|4.23|9|14.11|0.2|0.21|0.23||||23.8|26.1|27.8|11.1|12.5|13.9|47|49|51|3|3.1|6|35|40|46|13|16|18|11|16|20|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|16|19|22||||12.6|17.5|20.6|5.6|6.1|6.5|5.1|5.6|6|||||||4.6|6.4|8.4|||||||||||||||||||||"21905242"|"64605714"
"BA"||"BA"|||15|20|25|30|38|46||18||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|88|93|99|8|14|19|0|0|0.1|0|0.1|0.3|0.1|0.3|0.6|0.5|0.7|1|8.9|12.9|17.9|50|58|65||41|||17||27|28|31|0|0|0|1|2|3||||1.24|1.28|1.32||||1.42|1.48|1.54|2.65|4.23|9|14.11|0.2|0.2|0.22||||24.3|26.1|27.3|13.6|16.6|19.6|46|48|49|3|4.4|6|39|42|48|19|19|22|16|19|25|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|20|23|26||||19|21.7|25.4|6.1|6.5|7.3|5.1|5.9|6.5|||||||2.5|5.4|7.2|||||||||||||||||||||"21905242"|"64605715"
"Bt1"||"B"||1|30|38|46|78|86|94||48||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|87|93|98|8|14|19|0|0|0.1|0|0.1|0.3|0|0.4|0.8|0.5|0.9|1.8|7.6|12.6|17.6|46|53|62||36|||17||28|33|35|0|0|0|0.5|0.8|1||||1.35|1.39|1.43||||1.6|1.67|1.74|2.65|1.41|2.7|4.23|0.19|0.19|0.21||||23.8|26|28.2|14|16.4|18.8|43|45|46|3|5.5|6|38|45|47|19|23|25|16|23|27|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|19|23|27||||17.7|22|27|6.1|6.7|7.8|5.6|6.1|7.3|||||||0.9|4.4|6.6|||||||||||||||||||||"21905242"|"64605716"
"Bt2"||"B"||2|78|86|94|110|118|126||32||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|86|91|97|12|18|24|0|0|0.1|0|0.1|0.3|0.1|0.4|0.8|0.5|1|2|11.5|16.5|21.5|44|53|61||38|||15||27|29|32|0|0|0|0.3|0.5|0.7||||1.36|1.4|1.44||||1.54|1.6|1.68|2.65|4.23|9|14.11|0.19|0.19|0.21||||21.3|22.6|23.9|10.5|12|13.5|43|44|46|3|4.5|6|37|40|44|19|20|23|15|18|24|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|17|20|23||||16.2|19.1|23|6.6|6.9|7.8|5.6|6.1|7.3|||||||0.6|3.4|4.7|||||||||||||||||||||"21905242"|"64605717"
"BC"||"BC"|||110|118|126|126|138|150||20||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|86|91|98|12|18|24|0|0.1|0.3|0|0.2|0.3|0.1|0.4|0.8|0.5|1|2|12.3|16.3|24.3|46|55|64||39|||16||24|27|30|0|0|0|0.2|0.3|0.4||||1.37|1.42|1.47||||1.54|1.6|1.68|2.65|4.23|9|14.11|0.2|0.21|0.22||||21.1|23.7|26.7|11.3|13.5|15.7|42|44|46|3|4|6|34|38|42|16|19|21|12|17|22|".49"|".49"|0|0|2|0|0|0|0|0|0|0|0.2|2|16|19|23||||15.6|20|23|6.6|7.4|8.4|6.1|6.9|7.8|||||||0|1.9|4.6|||||||||||||||||||||"21905242"|"64605718"
"C"||"C"|||126|138|150|200|200|200||62||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|84|90|96|16|22|28|0|0.1|0.3|0|0.2|0.5|0.1|0.3|0.8|0.5|1|2|14.4|20.4|26.4|44|53|62||39|||14||22|25|28|0|0|0|0.1|0.2|0.3||||1.37|1.41|1.45||||1.51|1.56|1.61|2.65|4.23|9|14.11|0.2|0.21|0.22||||21.2|24.2|27.2|11.4|12.4|13.4|43|44|46|3|3.3|6|32|35|40|15|17|20|11|14|20|".49"|".49"|0|1|2|0|0|0|0|0|0|0|0.3|2|16|18|20||||14.6|18|20|6.6|7.5|8.4|6.1|7|7.8|||||||0|1.5|4.2|||||||||||||||||||||"21905242"|"64605719"
"A"||"A"|||0|0|0|25|30|35||30||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|90|97|100|1|7|8|0|0.1|0.3|0|0.1|0.3|0|0.1|0.5|0.1|0.4|0.5|1|6.3|8|57|60|67||33|||27||28|33|35|0|0|0|2|3|4||||1.2|1.3|1.45||||1.4|1.5|1.56|2.65|1.41|2.7|4.23|0.2|0.21|0.22||||31|33.2|34.4|16.9|20.5|22.7|43|48|52|3|4.8|6|42|49|53|19|23|25|18|25|29|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|22|26|29||||16.2|23.1|28.8|5.6|6.5|7.3|5.1|6.2|7.3|||||||3.1|6.1|9.2|||||||||||||||||||||"21905243"|"64605720"
"Bt"||"B"|||25|30|35|94|116|138||86||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|98|100|2|4|6|0|0|0.1|0|0.1|0.2|0|0.1|0.2|0.1|0.2|0.5|1.6|3.6|5.6|46|52|58||29|||23||40|44|48|0|0|0|0.5|1|1.5||||1.35|1.4|1.45||||1.78|1.84|1.9|2.65|0.01|0.22|0.42|0.12|0.14|0.16||||30.8|32.2|33.6|22.2|24.9|27.6|43|45|47|9|10|12|52|57|63|29|32|35|30|36|41|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|25|28|31||||22.2|27.4|31|6.1|7|7.8|6.1|6.4|6.5|||||||1.5|4.2|7.2|||||||||||||||||||||"21905243"|"64605721"
"BC"||"BC"|||94|116|138|112|132|152||16||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|92|97|100|4|6|8|0|0|0.1|0|0.1|0.2|0|0.2|0.3|0.1|0.3|0.5|3.4|5.4|7.4|49|56|63||32|||24||33|38|43|0|0|0|0.3|0.5|0.8||||1.34|1.38|1.42||||1.59|1.64|1.7|2.65|1.41|2.7|4.23|0.16|0.17|0.18||||32.1|33.8|35.4|18.6|21.6|24.7|44|46|47|6|7|9|44|49|55|24|27|31|23|29|35|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.3|2|24|26|28||||22.8|25.8|28|6.6|7.3|7.8|6.1|6.6|7.3|||||||1.3|3|5.3|||||||||||||||||||||"21905243"|"64605722"
"C"||"C"|||112|132|152|200|200|200||68||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|92|97|100|4|6|8|0|0.1|0.2|0|0.1|0.2|0|0.2|0.4|0.1|0.3|0.5|3.3|5.3|7.3|55|63|71||37|||26||25|31|37|0|0|0|0.2|0.3|0.4||||1.32|1.36|1.4||||1.4|1.49|1.58|2.65|1.41|2.7|4.23|0.18|0.19|0.2||||28.9|31.2|33.3|13.8|17.2|20.6|45|46|48|3|3.5|6|35|41|48|17|22|26|15|22|29|".49"|".49"|0|1|2|0|0|0|0|0|0|0|0.3|2|23|25|27||||21.8|25|27|6.6|7.4|8.4|6.1|6.8|7.3|||||||0|2.6|5|||||||||||||||||||||"21905243"|"64605723"
"Bt1"||"B"||1|28|41|50|50|71|112||30||0|0|0|0|0|0|75|94|99|59|90|98|55|90|98|53|89|98|1|2|6|0|0.1|1|0|0.1|1|0|0.2|1|0.1|0.3|2|0.1|1.3|5|38|50|59||22|||28||40|48|60|0|0|0|1|1.5|3||||1.3|1.4|1.55||||1.67|1.77|1.84|2.65|0.42|0.91|1.41|0.1|0.14|0.15||||22.7|31.8|36.9|16.7|26.1|35.2|29|42|48|6|7.7|9|51|60|74|29|35|44|11|34|51|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0.3|2|31|37.1|46.6||||25.5|34.9|54.6|5.6|6.7|7.8|5.6|6.3|7.8|||||||2.4|6.2|10.8|||||||||||||||||||||"21905244"|"64605726"
"Bt2"||"B"||2|50|71|112|98|109|120||38||0|0|0|0|0|0|75|94|99|59|90|98|55|90|98|53|88|98|1|3|6|0|0.2|1|0|0.1|1|0|0.2|1|0.1|0.4|2|0.1|2.1|5|38|50|59||23|||27||40|47|60|0|0|0|0.5|0.8|1||||1.3|1.45|1.55||||1.66|1.81|1.91|2.65|0.42|0.91|1.41|0.09|0.14|0.15||||22.4|31.2|36.1|16.2|25.1|33.5|29|41|48|6|7.3|9|50|58|70|29|34|44|11|32|50|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0.4|2|30.2|35.5|44.6||||25.7|33.2|52.6|5.6|6.7|7.8|5.6|6.3|7.8|||||||2.1|5.8|9.9|||||||||||||||||||||"21905244"|"64605727"
"Ap"||"A"|||0|0|0|18|25|36||25||0|0|0|0|0|0|82|95|100|71|92|100|68|92|100|65|90|100|1|5|8|0|0.1|1|0|0.1|1|0|0.1|1|0.1|0.2|2|0.1|4.5|7|53|61|70||32|||29||28|34|39|0|0|0|2|3|4||||0.95|0.96|1.3||||1.05|1.06|1.4|2.65|1.41|2.7|4.23|0.18|0.2|0.21||||24.3|29.2|31.9|10.9|15.1|18.2|40|56|58|3|3.1|6|42|49|57|19|24|28|10|23|33|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0.3|2|23.1|27.9|32||||20.3|25.9|31.1|5.6|6.5|7.3|5.6|6.1|7.3|||||||3.2|6.3|9.6|||||||||||||||||||||"21905244"|"64605724"
"BA"||"BA"|||18|25|36|28|41|50||16||0|0|0|0|0|0|78|92|100|63|87|100|60|87|100|58|85|100|1|4|8|0|0.1|1|0|0.1|1|0|0.1|1|0.1|0.3|2|0.1|3.4|7|53|60|69||27|||33||28|36|39|0|0|0|2|2.5|4||||0.95|0.98|1.3||||1.06|1.09|1.41|2.65|1.41|2.7|4.23|0.17|0.19|0.21||||23.1|29|32.1|10.4|15.4|18.6|38|54|58|3|3.4|6|42|50|57|19|25|28|8|23|33|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.3|2|23.1|29.2|32||||20.2|27|31.2|5.6|6.5|7.3|5.6|6.2|7.3|||||||3.2|6.3|9.6|||||||||||||||||||||"21905244"|"64605725"
"BC"||"BC"|||98|109|120|102|130|155||21||0|0|0|0|0|0|78|95|99|64|92|98|60|91|98|58|90|98|1|3|9|0|0.5|1|0|0.3|1|0|0.2|1|0.1|0.4|2|0.1|1.6|7|41|55|64||33|||22||35|42|55|0|0|0|0.2|0.6|1||||1.4|1.45|1.6||||1.7|1.75|1.9|2.65|0.42|0.91|1.41|0.09|0.16|0.19||||22.2|30.1|34.9|14.8|22.6|30.8|29|41|44|6|6.2|9|46|52|66|25|30|40|11|29|45|".37"|".37"|0|0|2|0|0|0|0|0|0|0|0.4|2|25.8|31.7|41.3||||24.4|33.2|80.3|6.6|7.5|8.4|6.6|7.2|8.4|||||||0|3.1|6.8|||||||||||||||||||||"21905244"|"64605728"
"C"||"C"|||102|130|155|200|200|200||70||0|0|0|0|0|0|78|95|99|64|92|98|60|91|98|57|89|98|2|5|9|0|0.6|1|0|0.4|1|0|0.2|1|0.1|0.5|2|0.1|3.3|7|42|55|63||26|||29||35|40|55|0|0|0|0.2|0.5|1||||1.4|1.45|1.6||||1.69|1.74|1.9|2.65|0.42|0.91|1.41|0.09|0.16|0.19||||22.2|29.5|34.9|14.8|21.4|30.8|29|41|44|6|6|9|46|50|66|25|29|40|11|27|45|".37"|".37"|0|0|2|0|0|0|0|0|0|0|0.4|2|25.8|30.2|41.3||||24.3|31.7|80.3|6.6|7.5|8.4|6.6|7.2|8.4|||||||0|2.9|6.8|||||||||||||||||||||"21905244"|"64605729"
"BC"||"BC"|||71|89|105|120|130|145||41||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|90|95|100|4|10|10|0|0.1|0.2|0|0.1|0.2|0.1|0.2|0.3|0.4|0.8|1.2|5|8.8|14|48|54|62||35|||19||32|36|42|0|0|0|0.2|0.3|0.5||||1.35|1.42|1.48||||1.64|1.71|1.84|2.65|1.41|2.7|4.23|0.16|0.19|0.21||||32|33.4|35.3|18.4|20.8|24.4|42|44|47|6|6.4|9|43|47|54|23|26|31|21|26|35|".43"|".43"|0|0|2|0|0|0|0|0|0|0|0.2|2|23.5|26.4|30.7||||20.4|25.6|69.7|6.6|7|7.8|6.6|6.7|7.8|||||||1.3|3.8|5.5|||||||||||||||||||||"21905245"|"64605734"
"C"||"C"|||120|130|145|200|200|200||70||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|88|94|100|4|12|20|0|0.1|0.2|0|0.1|0.2|0.1|0.2|0.3|0.4|0.8|1.2|5|10.8|16|46|56|66||36|||20||30|32|35|0|0|0|0.1|0.2|0.3||||1.35|1.42|1.48||||1.57|1.64|1.69|2.65|1.41|2.7|4.23|0.19|0.2|0.21||||31.2|32|33.1|17.2|18.4|20.2|42|44|47|3|5|6|39|42|46|21|23|25|18|22|27|".43"|".43"|0|0|2|0|0|0|0|0|0|0|0.2|2|21.8|23.5|25.8||||19.9|21.5|64.8|6.6|7.2|7.8|6.6|6.9|7.8|||||||1|2.9|4.8|||||||||||||||||||||"21905245"|"64605735"
"BA"||"BA"|||10|18|20|25|30|36||12||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|90|95|100|3|9|15|0|0|0.1|0|0.1|0.2|0.1|0.2|0.3|0.4|0.8|1.2|4|7.9|12|49|58|67||38|||20||30|33|36|0|0|0|1|1.5|2||||1.35|1.4|1.45||||1.57|1.62|1.67|2.65|1.41|2.7|4.23|0.19|0.21|0.22||||31.7|33.1|34.4|18|20.3|22.6|43|45|47|3|5|6|41|46|50|21|23|26|19|24|29|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|23.5|25.8|28.1||||21.3|23.7|27.8|5.6|6.3|7.3|5.6|6|7.3|||||||2.9|6.1|8.4|||||||||||||||||||||"21905245"|"64605731"
"Ap"||"A"|||0|0|0|10|18|20||18||0|0|0|0|0|0|100|100|100|100|100|100|95|100|100|87|94|100|4|12|20|0|0.1|0.2|0.1|0.2|0.3|0.2|0.3|0.4|0.6|1.2|1.8|5|10.2|16|45|56|68||36|||20||27|32|35|0|0|0|1|2|3||||1.35|1.4|1.45||||1.57|1.62|1.67|2.65|1.41|2.7|4.23|0.2|0.21|0.22||||30.7|33.1|34.7|16.4|20.4|23.2|43|45|47|3|4.9|6|39|46|51|19|22|25|16|23|29|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.2|2|21.5|25.4|27.8||||18.1|23.2|27.6|5.6|6|7.3|5.6|5.7|7.3|||||||2.7|7|8.7|||||||||||||||||||||"21905245"|"64605730"
"Bt1"||"B"||1|25|30|36|51|65|76||35||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|89|96|100|2|7|12|0|0|0.1|0|0.1|0.2|0|0.1|0.2|0.4|0.8|1.2|3|6|9|40|51|63||33|||18||35|42|50|0|0|0|0.6|0.8|1||||1.35|1.4|1.45||||1.71|1.76|1.81|2.65|0.42|0.91|1.41|0.14|0.16|0.19||||29.3|31.5|33.9|19.6|23.6|28.1|43|45|47|6|8|9|46|54|62|25|30|36|23|32|42|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.2|2|26.4|31.2|36.5||||24.8|28.9|44.5|5.6|6.5|7.8|5.6|6.2|7.3|||||||1.7|5.9|9|||||||||||||||||||||"21905245"|"64605732"
"Bt2"||"B"||2|51|65|76|71|89|105||24||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|90|96|100|2|7|12|0|0|0.1|0|0.1|0.2|0|0.1|0.2|0.4|0.8|1.2|3|6|9|42|54|63||35|||19||35|39|50|0|0|0|0.4|0.6|0.8||||1.35|1.4|1.45||||1.67|1.72|1.81|2.65|0.42|0.91|1.41|0.14|0.16|0.19||||33|34.4|37.5|20.1|22.5|28.9|43|45|47|6|7.2|9|46|51|61|25|28|36|23|30|41|".37"|".37"|0|0|1|0|0|0|0|0|0|0|0.2|2|26|29|36.2||||24.4|27.4|75.2|5.6|6.7|7.8|5.6|6.4|7.8|||||||1.6|5|8.9|||||||||||||||||||||"21905245"|"64605733"
"Bt"||"B"|||12|28|33|50|76|100||48||0|0|0|0|0|0|100|100|100|100|100|100|93|99|100|87|96|100|2|5|18|0|0.4|1.5|0|0.3|3.4|0|1.2|4.1|0|1.2|2.4|0.6|1.9|6.6|32|50|58||21|||29||40|45|60|0|0|0|1|1|3||||1.3|1.35|1.5||||1.62|1.67|1.87|2.65|0.01|0.22|0.42|0.1|0.15|0.16||||30.9|32.3|37.1|22.5|25.1|35.1|41|46|48|6|7.4|9|52|57|76|29|33|44|27|36|53|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0.1|2|31|34.5|46.6||||30|33|45|5.6|7.2|7.8|5.6|7|7.8|||||||2.4|4.4|10.8|||||||||||||||||||||"21905246"|"64605736"
"Btk"||"B"|||50|76|100|60|104|110||28||0|0|0|0|0|0|100|100|100|100|100|100|93|99|100|87|96|100|2|6|18|0|0.3|1.3|0|0.6|1.1|0|0.1|1.2|0.1|2.2|2.4|1|2.8|4.2|38|54|58||25|||29||40|40|55|0|0|3|0.5|0.9|2||||1.3|1.35|1.5||||1.63|1.68|1.88|2.65|0.01|0.22|0.42|0.11|0.16|0.16||||30.6|30.8|35.4|21.9|22.3|31.4|41|46|48|6|6.3|9|51|51|67|29|29|39|26|30|46|".37"|".37"|3|5|10|0|0|0|0|0|0|0|0.1|2|30.2|30.9|40.3||||29|38|53|6.6|7.8|8.4|6.6|7.5|8.4|||||||0.5|2.3|7.1|||||||||||||||||||||"21905246"|"64605737"
"2Bt"|2|"B"|||60|104|110|70|170|190||66||0|0|0|0|0|0|100|100|100|100|100|100|93|99|100|87|96|100|2|6|18|0|0.3|1.4|0|0.6|2.5|0|1|2.9|0.1|1.2|1.7|0|2.9|8.5|34|52|58||22|||30||40|42|60|0|0|0|0.5|0.7|2||||1.3|1.35|1.5||||1.59|1.64|1.87|2.65|0.01|0.22|0.42|0.1|0.16|0.16||||30.6|31.3|36.6|21.9|23.2|34|41|46|48|6|6.6|9|51|53|74|29|30|44|26|32|52|".37"|".37"|0|0|3|0|0|0|0|0|0|0|0.1|2|30.2|31.9|45.9||||29|31|45|6.1|7.9|8.4|6.1|7.6|8.4|||||||0.5|2.1|9.1|||||||||||||||||||||"21905246"|"64605738"
"2C"|2|"C"|||70|170|190|200|200|200||30||0|0|0|0|0|1|98|99|100|96|97|100|88|96|100|82|94|100|2|5|18|0|0.6|1.1|0|0.3|2|0|0.4|2.9|0.1|1.3|2|0.2|2.4|3.6|34|52|63||23|||29||35|43|55|0|0|0|0.2|0.5|1||||1.3|1.35|1.5||||1.59|1.64|1.8|2.65|0.01|0.22|0.42|0.11|0.15|0.2||||28.1|31|35|18.4|23.1|30.4|40|46|48|6|6.6|9|45|53|67|25|31|40|20|32|47|".37"|".37"|0|0|3|0|0|0|0|0|0|0|0.1|2|25.8|32.2|41.3||||24|31|40|6.6|8|8.4|6.6|7.7|8.4|||||||0|1.8|6.8|||||||||||||||||||||"21905246"|"64605739"
"Ap"||"A"|||0|0|0|12|28|33||28||0|0|0|0|0|0|100|100|100|100|100|100|94|100|100|86|95|100|1|8|15|0|0.1|0.4|0|0.1|2.9|0|0.4|6.7|0.1|2.7|6.6|1.7|4.7|10|48|59|69||30|||29||30|33|39|0|0|0|2|3|4||||1.2|1.3|1.45||||1.4|1.5|1.56|2.65|1.41|2.7|4.23|0.19|0.21|0.21||||31.7|33.2|35.5|17.9|20.5|24.7|41|47|50|3|5|6|44|49|57|21|23|28|19|25|33|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|24.6|27.2|32||||24|27|32|5.6|6.5|7.3|5.6|6.3|7.3|||||||3.4|6.2|9.6|||||||||||||||||||||"21905246"|"64605740"
"Ap"||"A"|||0|0|0|15|20|25||20||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|92|97|100|2|6|12|0|0.1|0.2|0|0.1|0.2|0|0.2|0.4|0.2|0.7|1.5|2|4.9|12|62|70|78||40|||30||20|24|26|0|0|0|2|3|4||||1.25|1.34|1.44||||1.4|1.49|1.6|2.65|4.23|9|14.11|0.21|0.22|0.23||||28.4|30.8|32.2|13.2|16.5|18.7|43|47|50|3|3.6|6|35|41|46|13|16|18|12|17|21|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.2|2|17|20.4|22.2||||13.6|19|20.8|5.6|6.1|6.5|5.6|5.8|6.5|||||||4.7|6.5|8.5|||||||||||||||||||||"21905258"|"64605793"
"A"||"A"|||15|20|25|25|36|50||16||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|92|97|100|2|5|10|0|0.1|0.2|0|0.1|0.2|0|0.1|0.2|0.2|0.6|1.2|2|4.1|10|59|68|76||35|||33||22|27|32|0|0|0|1.5|2.5|3.5||||1.24|1.28|1.33||||1.41|1.45|1.52|2.65|1.41|2.7|4.23|0.2|0.21|0.22||||28.3|30.9|33.1|13|16.7|20.3|47|49|51|3|4.2|6|35|43|50|15|19|22|13|20|26|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.2|2|18.4|22.5|26.6||||14.6|19.4|25.6|5.6|6.1|6.5|5.6|5.8|6.5|||||||4.7|6.6|8.8|||||||||||||||||||||"21905258"|"64605794"
"Bt1"||"B"||1|25|36|50|61|99|122||63||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|92|97|100|2|5|10|0|0|0.1|0|0|0.1|0|0.1|0.2|0.1|0.6|1.2|2|4.3|10|55|63|71||31|||32||27|32|35|0|0|0|1|1.5|3||||1.32|1.36|1.39||||1.54|1.58|1.62|2.65|1.41|2.7|4.23|0.2|0.21|0.22||||30.4|32.4|34.4|15.9|19.2|22.5|45|46|48|3|5.1|6|39|45|51|19|23|25|18|24|29|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|21.7|25.7|28.7||||18.8|23.6|28.2|5.6|6.5|7.3|5.6|6.2|6.5|||||||2.7|5.5|8.8|||||||||||||||||||||"21905258"|"64605795"
"Bt2"||"B"||2|61|99|122|112|142|180||43||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|92|97|100|2|5|10|0|0|0.1|0|0|0.1|0|0.1|0.2|0.1|0.6|1.2|2|4.3|10|55|62|70||31|||31||27|33|35|0|0|0|0.7|0.9|1.5||||1.36|1.4|1.43||||1.59|1.63|1.67|2.65|1.41|2.7|4.23|0.2|0.21|0.22||||30.4|32.7|33.7|16|19.6|21.4|44|45|46|3|5.2|6|38|45|48|19|23|25|17|24|28|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.2|2|21.4|25.9|27.9||||19.7|25|26.8|6.1|6.7|7.3|5.6|6.4|7.3|||||||2.6|4.8|6.9|||||||||||||||||||||"21905258"|"64605796"
"C"||"C"|||112|142|180|200|200|200||58||0|0|0|0|0|0|100|100|100|100|100|100|95|100|100|89|97|100|2|6|12|0|0.1|0.2|0|0.1|0.2|0|0.2|0.4|0.3|0.8|1.5|2|4.8|12|53|64|76||32|||32||20|30|35|0|0|0|0.5|0.7|1||||1.36|1.38|1.41||||1.56|1.58|1.64|2.65|1.41|2.7|4.23|0.2|0.21|0.22||||27.2|31.4|33.2|11.7|17.4|20.5|44|46|46|3|4.6|6|32|42|47|13|21|25|10|22|28|".49"|".49"|0|0|3|0|0|0|0|0|0|0|0.2|2|16.2|23.6|27.5||||14.4|22.9|66.5|6.1|7.2|7.8|5.6|6.9|7.3|||||||0.5|3.1|6.6|||||||||||||||||||||"21905258"|"64605797"
"Ap"||"A"|||0|0|0|15|20|25||20||0|0|0|0|0|0|95|100|100|89|100|100|86|100|100|82|97|100|2|7|10|0|0.1|0.2|0|0.1|0.2|0|0.2|0.3|0.1|0.4|0.8|2|6.2|10|64|69|77||40|||29||18|24|26|0|1|2|2|3|4||||1.31|1.38|1.44||||1.46|1.53|1.64|2.65|4.23|9|14.11|0.21|0.22|0.23||||26.2|31.1|32.5|11.7|17|19.3|39|44|46|3|3.4|5.9|33|40|46|11|16|18|8|17|21|".32"|".32"|1|5|10|0|0|0|0|0|0|0|0.5|2|15.5|19.6|20.6||||15.3|52.9|59.6|7.4|7.9|8.4|7.4|7.5|7.8|||||||0|1.5|3.3|||||||||||||||||||||"21905259"|"64605798"
