"Timestamp","Station","AirTemperature","AirTemperature","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m","SoilTemperature5cm","SoilTemperature5cm","SoilTemperature10cm","SoilTemperature10cm","SolarRadiation","ETo","ETo"
"2020-03-01","Manhattan",18.3,4.9,43.7,0,3.2,11.7,9.5,4.8,8.0,5.1,14.0,3.46,5.24
"2020-03-02","Manhattan",12.2,0.5,57.8,0,2.4,8.3,8.9,4.5,7.6,5.1,15.5,2.34,3.32
"2020-03-03","Manhattan",16.8,-0.9,44.1,0,2.6,8.6,9.5,3.7,8.0,4.6,19.0,3.34,4.96
"2020-03-04","Manhattan",16.5,1.5,42.3,0,2.2,6.2,9.6,4.6,8.3,5.4,15.8,3.12,4.63
"2020-03-05","Manhattan",14.8,1.5,35.7,0,5.0,15.0,8.7,5.0,7.7,5.7,19.7,4.35,6.74
"2020-03-06","Manhattan",14.5,-5.8,43.9,0,2.2,8.1,8.9,3.1,7.6,4.2,19.2,2.91,4.26
"2020-03-07","Manhattan",21.4,5.9,26.0,0,5.4,14.8,9.6,4.9,8.4,5.4,17.8,6.30,10.02
"2020-03-08","Manhattan",21.2,8.7,52.2,11.43,7.0,16.3,11.2,6.7,9.8,7.0,16.7,4.52,6.87
"2020-03-09","Manhattan",12.3,1.4,94.9,26.92,4.0,10.5,10.2,6.1,9.7,7.0,2.0,0.83,1.14
"2020-03-10","Manhattan",9.1,0.2,87.4,0,1.7,5.1,8.7,5.3,8.0,6.1,8.8,1.18,1.46
"2020-03-11","Manhattan",19.0,1.3,74.5,0,1.6,7.2,12.7,5.4,10.6,6.2,19.3,2.69,3.49
"2020-03-12","Manhattan",16.0,4.0,64.8,0,4.1,12.9,12.4,8.3,11.0,8.9,14.9,2.69,3.82
"2020-03-13","Manhattan",6.8,1.1,59.3,4.32,2.4,8.5,8.3,5.2,9.2,6.5,5.2,1.49,2.15
"2020-03-14","Manhattan",3.5,0.9,91.8,3.56,3.0,8.1,5.8,4.8,6.5,5.6,3.9,0.72,0.92
"2020-03-15","Manhattan",2.7,0,81.1,0,2.3,6.7,5.2,4.0,5.6,4.8,3.7,0.77,0.99
"2020-03-16","Manhattan",7.0,1.3,94.6,4.57,1.4,3.7,7.4,4.2,6.7,4.7,5.4,0.83,0.96
"2020-03-17","Manhattan",9.0,3.7,83.8,0,2.5,6.7,8.1,5.7,7.5,6.0,6.9,1.22,1.58
"2020-03-18","Manhattan",18.7,7.5,86.0,0.25,1.3,4.2,11.8,7.3,10.3,7.2,9.3,1.78,2.20
"2020-03-19","Manhattan",24.5,4.2,74.0,2.54,4.6,14.7,15.6,10.4,13.6,10.0,16.3,5.36,8.22
"2020-03-20","Manhattan",4.4,-4.9,56.1,0,6.0,14.5,11.1,5.1,11.7,6.7,22.3,2.53,3.70
"2020-03-21","Manhattan",10.2,-7.0,55.1,0,2.2,7.6,8.3,3.1,7.6,4.6,20.1,2.53,3.51
"2020-03-22","Manhattan",7.7,1.9,94.6,10.41,1.3,4.6,7.2,5.4,7.1,5.9,2.8,0.89,1.14
"2020-03-23","Manhattan",15.8,3.7,86.9,0.25,1.7,7.0,12.3,6.6,10.6,6.8,18.1,2.44,2.99
"2020-03-24","Manhattan",13.5,7.9,89.2,0,1.6,6.4,11.6,8.9,10.5,9.0,8.2,1.47,1.77
"2020-03-25","Manhattan",24.2,7.7,75.0,0,3.1,11.7,14.8,8.8,12.8,9.1,18.6,4.11,5.75
"2020-03-26","Manhattan",13.2,10.0,87.8,0,2.5,9.4,11.8,10.7,11.9,10.8,3.8,1.14,1.47
"2020-03-27","Manhattan",13.2,9.8,97.2,0,1.9,7.0,12.0,10.4,11.5,10.5,3.8,0.91,1.05
"2020-03-28","Manhattan",18.5,6.7,73.7,0,5.2,15.8,13.1,9.7,12.1,10.6,14.4,3.66,5.39
"2020-03-29","Manhattan",20.3,4.9,47.7,0,3.5,10.6,13.8,8.3,12.3,9.1,23.4,4.87,7.06
"2020-03-30","Manhattan",21.5,1.8,52.4,0,2.3,9.5,13.2,8.0,12.0,9.0,18.1,3.91,5.56
"2020-03-31","Manhattan",20.0,7.5,59.8,0,2.6,7.7,15.5,9.6,13.6,10.2,20.7,3.88,5.27
"2020-04-01","Manhattan",23.4,9.1,49.7,0,4.4,14.9,15.0,10.3,13.7,10.8,20.9,5.66,8.39
"2020-04-02","Manhattan",19.3,-2.3,66.8,0,4.6,12.4,13.4,9.2,12.9,10.6,4.7,2.89,4.51
"2020-04-03","Manhattan",4.8,-3.8,75.3,0.76,5.0,9.9,9.9,6.5,10.6,7.8,17.7,1.77,2.39
"2020-04-04","Manhattan",9.7,-2.9,65.7,0,2.3,6.0,10.3,5.6,9.3,6.6,16.6,2.35,3.16
"2020-04-05","Manhattan",14.8,-0.5,71.3,0,2.4,9.1,11.8,6.6,10.6,7.4,15.7,2.42,3.17
"2020-04-06","Manhattan",23.1,11.9,69.7,0,4.2,10.6,14.5,10.3,13.1,10.2,11.4,3.68,5.33
"2020-04-07","Manhattan",30.1,13.1,60.8,0,2.1,7.5,19.3,12.4,16.6,12.3,23.2,5.45,7.39
"2020-04-08","Manhattan",30.4,8.0,45.1,0,3.8,11.7,17.6,12.1,15.9,12.7,23.7,7.33,10.97
"2020-04-09","Manhattan",16.6,0.6,37.4,0,4.2,12.4,14.7,9.6,13.7,11.2,22.1,4.67,6.89
"2020-04-10","Manhattan",15.5,-3.3,38.9,0,2.5,8.7,11.9,7.3,11.5,8.9,17.7,3.46,4.95
"2020-04-11","Manhattan",27.7,10.5,45.3,0,4.0,10.0,17.6,9.4,15.2,10.0,24.2,6.46,9.36
"2020-04-12","Manhattan",17.5,-1.0,80.9,1.52,6.9,16.2,14.7,7.0,14.4,8.8,2.9,2.53,3.96
"2020-04-13","Manhattan",8.1,-4.3,43.5,0,3.8,10.7,12.0,5.2,10.7,7.0,24.2,3.27,4.63
"2020-04-14","Manhattan",11.4,-1.9,31.3,0,2.9,11.6,12.8,5.9,11.1,7.2,23.5,3.68,5.20
"2020-04-15","Manhattan",13.9,-1.2,39.6,0,1.7,6.0,14.3,6.3,12.4,7.6,24.8,3.42,4.46
"2020-04-16","Manhattan",7.7,-0.1,73.5,8.38,3.9,10.8,9.5,5.8,10.3,7.5,4.2,1.58,2.34
"2020-04-17","Manhattan",9.1,-0.2,70.9,2.79,3.4,10.4,12.6,4.9,10.8,6.3,20.7,2.58,3.40
"2020-04-18","Manhattan",18.8,2.2,52.4,0,4.0,11.7,13.4,5.9,11.7,7.1,24.4,4.73,6.72
"2020-04-19","Manhattan",20.0,7.4,57.3,1.27,2.2,8.9,15.7,9.6,13.8,9.9,21.3,3.86,4.99
"2020-04-20","Manhattan",22.3,7.2,55.5,2.29,2.5,10.8,17.9,10.1,15.3,10.6,23.8,4.70,6.33
"2020-04-21","Manhattan",23.9,5.5,42.6,0,1.6,6.1,18.4,9.6,16.1,10.7,25.6,4.68,6.11
"2020-04-22","Manhattan",16.6,12.8,73.5,1.52,1.6,6.6,15.0,12.7,14.2,13.0,4.6,1.79,2.42
"2020-04-23","Manhattan",26.4,11.7,61.8,0,1.8,9.4,20.7,13.0,18.0,13.1,24.9,5.06,6.53
"2020-04-24","Manhattan",17.3,9.6,86.8,28.45,2.8,10.2,15.9,12.8,16.2,13.6,4.6,1.74,2.41
"2020-04-25","Manhattan",19.7,7.5,73.4,0.76,2.4,8.4,18.5,11.1,16.4,12.1,23.4,4.00,5.09
"2020-04-26","Manhattan",21.9,4.9,59.8,0,1.9,7.4,18.2,11.2,16.6,12.4,21.2,4.08,5.36
"2020-04-27","Manhattan",26.3,12.1,54.7,0.76,3.3,10.2,21.1,13.5,18.7,14.0,25.4,5.58,7.47
"2020-04-28","Manhattan",23.5,11.2,66.3,0.76,3.1,17.3,18.9,14.7,17.6,15.7,11.8,4.16,6.04
"2020-04-29","Manhattan",20.1,9.8,52.5,0,5.7,14.1,18.3,12.8,16.7,13.7,23.7,5.49,7.91
"2020-04-30","Manhattan",24.4,7.4,49.3,0,1.5,5.4,21.1,12.3,18.6,13.4,27.3,4.87,6.13
"2020-05-01","Manhattan",27.1,14.4,53.7,0,2.0,9.1,19.9,14.8,18.5,15.3,16.9,4.24,5.55
"2020-05-02","Manhattan",26.5,12.4,56.9,0,3.3,12.0,20.2,15.2,18.6,15.8,18.8,5.16,7.19
"2020-05-03","Manhattan",24.9,13.3,45.3,0,2.2,7.7,22.3,15.6,20.2,16.1,26.6,5.54,7.24
"2020-05-04","Manhattan",15.6,10.6,73.4,32.77,2.5,11.9,17.4,13.9,18.1,15.0,7.3,2.02,2.70
"2020-05-05","Manhattan",21.9,8.5,56.1,0.25,3.8,13.2,19.4,13.2,17.6,14.3,28.5,5.72,7.85
"2020-05-06","Manhattan",18.4,6.4,60.2,0,2.2,7.8,19.6,13.3,18.0,14.4,28.5,4.31,5.29
"2020-05-07","Manhattan",14.5,4.5,87.3,7.37,1.6,6.8,15.4,13.1,16.0,14.2,6.4,1.52,1.91
"2020-05-08","Manhattan",15.4,3.6,60.2,1.02,3.7,11.2,17.0,11.8,16.0,12.8,29.3,4.38,5.81
"2020-05-09","Manhattan",17.8,0.9,61.7,0,2.2,10.5,17.4,10.7,16.0,12.2,21.2,3.67,4.83
"2020-05-10","Manhattan",15.9,2.8,48.3,0,3.5,11.1,17.1,11.1,15.9,12.4,28.5,4.65,6.32
"2020-05-11","Manhattan",9.3,3.6,61.3,1.27,0.9,3.7,13.2,11.5,14.0,12.4,6.5,1.38,1.67
"2020-05-12","Manhattan",12.3,5.2,79.8,0.25,1.8,5.7,13.5,11.0,13.2,11.8,9.2,1.72,2.11
"2020-05-13","Manhattan",22.0,8.6,88.9,1.27,2.9,12.8,15.8,11.7,15.1,12.1,9.2,2.51,3.37
"2020-05-14","Manhattan",28.2,17.1,75.5,0,2.4,9.1,20.9,15.1,18.9,15.0,19.5,4.59,5.79
"2020-05-15","Manhattan",23.1,15.0,86.2,0,1.8,8.9,20.0,16.5,18.7,16.6,13.9,2.94,3.51
"2020-05-16","Manhattan",24.0,15.5,82.3,0,1.2,5.6,21.3,16.9,19.7,17.0,15.3,3.17,3.67
"2020-05-17","Manhattan",21.6,12.3,66.8,0,4.0,10.5,19.9,16.3,18.9,16.8,21.2,4.47,5.96
"2020-05-18","Manhattan",22.4,10.1,63.0,0,3.1,9.2,20.4,15.4,19.0,16.0,22.5,4.64,6.12
"2020-05-19","Manhattan",21.3,8.5,73.6,0,1.3,5.0,20.3,15.1,18.9,15.9,19.7,3.42,3.98
"2020-05-20","Manhattan",21.1,10.1,76.9,0,1.8,6.6,19.6,15.1,18.6,16.0,14.8,2.89,3.47
"2020-05-21","Manhattan",22.0,13.1,84.9,0,1.9,7.6,19.1,16.2,18.4,16.7,8.9,2.17,2.66
"2020-05-22","Manhattan",24.6,14.8,83.1,11.18,2.9,10.5,22.3,17.1,20.3,17.3,16.3,3.81,4.90
"2020-05-23","Manhattan",29.1,15.8,71.0,0,2.4,8.0,24.9,17.6,22.4,17.9,26.2,5.53,6.78
"2020-05-24","Manhattan",27.8,16.3,72.2,27.69,2.6,9.1,23.7,20.3,22.5,20.3,18.3,4.39,5.56
"2020-05-25","Manhattan",20.5,15.9,98.8,28.45,1.7,7.6,21.3,19.2,21.0,19.5,7.8,1.70,1.92
"2020-05-26","Manhattan",19.2,15.0,98.3,28.96,2.4,7.0,19.7,18.0,19.7,18.5,7.4,1.51,1.70
"2020-05-27","Manhattan",22.0,14.4,87.5,0,1.1,5.2,20.7,17.5,20.0,18.0,11.7,2.43,2.75
"2020-05-28","Manhattan",26.8,16.6,75.8,0.76,2.1,9.0,22.8,19.0,21.6,19.0,20.1,4.53,5.62
"2020-05-29","Manhattan",26.3,12.7,53.9,0,1.3,7.5,25.2,17.7,23.2,18.5,28.9,5.36,6.37
"2020-05-30","Manhattan",26.0,12.7,70.5,0,1.9,7.1,24.0,18.8,22.6,19.5,22.8,4.51,5.44
"2020-05-31","Manhattan",28.2,16.1,59.2,0,3.0,9.3,24.0,19.2,22.6,19.7,23.0,5.80,7.70
"2020-06-01","Manhattan",30.8,19.4,55.6,0,4.3,12.5,25.0,19.7,23.6,20.2,28.3,7.58,10.31
"2020-06-02","Manhattan",32.9,20.4,59.8,0,3.7,10.1,26.3,20.8,24.7,21.1,26.0,7.40,10.00
"2020-06-03","Manhattan",33.2,19.5,66.3,0,2.1,16.4,28.8,22.3,26.6,22.4,23.7,5.89,7.34
"2020-06-04","Manhattan",32.1,17.4,75.4,13.97,2.0,8.2,29.7,22.2,27.5,22.8,28.8,6.07,7.13
"2020-06-05","Manhattan",34.3,20.5,61.9,1.27,1.8,9.1,30.9,23.7,28.6,24.0,27.3,6.40,7.70
"2020-06-06","Manhattan",34.6,21.2,63.2,0,2.4,8.4,30.8,24.3,28.8,24.7,27.0,6.60,8.10
"2020-06-07","Manhattan",33.8,24.3,57.0,0,3.7,10.7,30.1,24.9,28.5,25.2,29.0,8.19,10.92
"2020-06-08","Manhattan",32.5,22.2,60.5,0,2.9,9.7,29.2,24.2,27.9,24.8,25.1,6.64,8.58
"2020-06-09","Manhattan",33.1,15.6,68.8,10.16,2.9,10.8,29.6,23.5,27.9,24.5,23.2,6.64,9.02
"2020-06-10","Manhattan",24.8,12.3,65.3,5.33,4.9,13.1,25.6,20.7,25.2,21.9,27.9,6.23,8.52
"2020-06-11","Manhattan",32.4,12.8,49.2,0,2.1,7.6,27.5,19.9,25.9,21.0,29.3,6.93,9.05
"2020-06-12","Manhattan",32.7,17.7,48.9,0,1.2,7.5,29.9,22.0,27.7,22.7,29.1,6.23,7.44
"2020-06-13","Manhattan",34.0,16.6,51.8,0,2.6,10.2,28.8,22.9,27.3,23.6,29.1,7.37,9.63
"2020-06-14","Manhattan",33.9,21.5,45.3,0,3.8,9.7,28.6,23.2,27.3,23.8,28.3,8.61,11.95
"2020-06-15","Manhattan",33.6,22.0,45.7,0,3.5,10.1,28.8,23.5,27.4,24.0,28.6,8.43,11.56
"2020-06-16","Manhattan",33.3,21.9,49.3,0,3.0,8.6,29.4,23.6,27.9,24.2,28.2,7.77,10.35
"2020-06-17","Manhattan",33.8,22.1,56.3,0,3.9,11.2,29.6,24.1,28.1,24.6,29.0,8.13,10.91
"2020-06-18","Manhattan",33.2,21.7,56.5,1.27,4.1,10.8,29.3,24.5,28.0,24.9,25.5,7.46,10.10
"2020-06-19","Manhattan",23.5,18.5,91.9,10.41,1.2,7.9,25.9,24.1,26.3,24.5,8.5,2.13,2.47
"2020-06-20","Manhattan",29.5,17.4,73.3,0.25,1.3,5.1,29.2,22.9,27.5,23.5,25.0,5.14,5.91
"2020-06-21","Manhattan",26.4,18.8,79.3,1.02,1.7,11.4,25.4,23.2,25.7,23.9,7.1,2.56,3.37
"2020-06-22","Manhattan",30.4,17.0,68.3,2.54,2.2,14.1,28.0,22.4,26.6,22.9,27.5,6.12,7.57
"2020-06-23","Manhattan",28.4,16.1,68.7,0.25,2.0,6.8,27.5,22.1,26.2,22.9,29.0,5.86,7.02
"2020-06-24","Manhattan",29.9,14.3,65.0,0,1.1,4.7,28.5,21.7,26.9,22.6,29.1,5.58,6.35
"2020-06-25","Manhattan",34.7,18.5,52.0,0,3.4,11.3,28.0,23.1,26.8,23.7,28.3,8.06,10.95
"2020-06-26","Manhattan",34.8,23.4,59.1,0,2.9,8.7,27.8,24.0,26.5,24.4,17.1,6.08,8.37
"2020-06-27","Manhattan",30.5,17.9,80.8,33.53,2.1,7.7,28.5,23.2,27.1,23.8,24.0,5.35,6.45
"2020-06-28","Manhattan",32.9,21.9,72.5,8.89,3.8,10.3,27.7,24.7,26.9,25.0,22.8,5.86,7.45
"2020-06-29","Manhattan",32.7,23.8,69.9,0,3.9,9.4,27.7,24.9,26.9,25.2,21.3,6.09,8.01
"2020-06-30","Manhattan",33.3,24.5,70.2,0,3.5,9.9,28.6,25.2,27.5,25.5,24.7,6.58,8.39
"2020-07-01","Manhattan",30.1,21.3,74.6,0,2.2,8.2,29.4,25.2,28.1,25.5,24.4,5.32,6.23
"2020-07-02","Manhattan",31.2,22.7,79.4,0,1.7,8.6,30.2,25.3,28.6,25.6,24.0,5.23,5.91
"2020-07-03","Manhattan",30.0,19.6,81.7,6.35,1.6,13.0,28.8,24.8,27.8,25.4,16.5,3.90,4.60
"2020-07-04","Manhattan",31.0,21.3,78.7,0,1.5,6.0,30.1,24.7,28.6,25.2,24.5,5.28,5.97
"2020-07-05","Manhattan",31.6,22.0,82.3,6.60,1.3,9.1,30.6,25.4,28.8,25.8,22.0,4.94,5.62
"2020-07-06","Manhattan",31.6,20.8,76.6,0.25,0.9,4.5,30.9,25.3,29.3,25.8,21.0,4.58,5.10
"2020-07-07","Manhattan",33.8,20.4,67.4,0,1.3,5.0,32.0,25.4,30.2,26.0,27.9,6.13,7.08
"2020-07-08","Manhattan",34.3,22.6,59.0,0,2.7,8.8,31.1,26.0,29.7,26.6,28.6,7.30,9.26
"2020-07-09","Manhattan",30.2,17.7,74.1,29.97,2.7,19.7,29.3,23.8,28.3,25.0,25.4,5.84,7.33
"2020-07-10","Manhattan",31.9,19.9,69.3,0,1.6,6.4,30.0,25.1,28.9,25.7,28.2,6.05,7.05
"2020-07-11","Manhattan",32.7,21.6,74.7,0,1.7,7.7,28.7,25.8,28.0,26.3,17.7,4.39,5.21
"2020-07-12","Manhattan",31.0,17.2,66.7,0,1.6,7.3,28.9,24.4,28.0,25.3,28.0,5.90,7.00
"2020-07-13","Manhattan",32.5,19.0,62.1,0,2.5,8.5,28.7,24.6,27.9,25.3,28.4,6.65,8.32
"2020-07-14","Manhattan",33.0,22.3,75.1,0.25,1.5,7.9,29.8,25.3,28.6,25.7,21.9,5.16,6.03
"2020-07-15","Manhattan",29.1,19.6,82.3,31.24,1.9,10.5,28.9,24.7,28.0,25.4,21.6,4.71,5.55
"2020-07-16","Manhattan",30.4,20.5,76.9,0,1.4,5.3,29.1,25.5,28.2,25.9,23.4,4.92,5.53
"2020-07-17","Manhattan",33.9,21.9,74.2,0,2.2,7.7,28.9,25.8,28.1,26.2,20.1,5.15,6.30
"2020-07-18","Manhattan",35.5,25.8,62.7,0,3.6,10.2,29.0,26.2,28.3,26.5,24.3,7.24,9.54
"2020-07-19","Manhattan",31.5,22.6,70.1,0,1.5,7.9,29.4,26.3,28.6,26.6,24.2,5.40,6.23
"2020-07-20","Manhattan",28.0,19.4,87.6,37.59,1.9,11.8,27.0,23.8,27.4,25.2,15.0,3.36,3.91
"2020-07-21","Manhattan",29.9,20.1,87.8,9.91,1.0,4.9,27.4,24.6,26.8,25.1,17.6,3.89,4.40
"2020-07-22","Manhattan",31.0,19.3,77.8,0,1.1,4.7,28.3,24.4,27.5,25.0,25.3,5.13,5.66
"2020-07-23","Manhattan",32.7,21.6,71.7,0,1.7,7.3,28.5,25.6,27.9,26.0,25.1,5.66,6.62
"2020-07-24","Manhattan",33.0,22.0,72.8,0,2.1,7.7,28.4,26.0,27.9,26.3,23.7,5.48,6.46
"2020-07-25","Manhattan",33.1,23.3,67.0,0,2.6,8.1,28.4,26.1,27.9,26.4,25.8,6.28,7.73
"2020-07-26","Manhattan",34.0,22.2,71.9,1.27,2.7,10.7,28.6,26.1,28.0,26.4,25.1,6.19,7.64
"2020-07-27","Manhattan",27.8,21.9,92.1,4.57,1.0,3.7,27.2,25.9,27.0,26.2,13.1,2.96,3.29
"2020-07-28","Manhattan",30.3,20.7,86.0,0.25,1.3,5.3,27.3,25.2,26.9,25.6,16.9,3.81,4.34
