"Timestamp","Station","AirTemperature","AirTemperature.1","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m.1","SoilTemperature5cm","SoilTemperature5cm.1","SoilTemperature10cm","SoilTemperature10cm.1","SolarRadiation","ETo","ETo.1"
"2018-02-28","Manhattan",13.0,1.6,89.7,0,3.2,10.0,8.4,6.4,7.5,6.6,4.4,1.08,1.49
"2018-03-01","Manhattan",12.3,-1.8,50.0,0,3.2,10.9,8.1,4.2,7.1,5.0,17.7,2.94,4.43
"2018-03-02","Manhattan",18.3,-2.7,43.4,0,3.3,12.1,7.5,3.1,6.6,4.0,17.3,3.89,6.01
"2018-03-03","Manhattan",23.3,7.7,51.6,0,5.2,12.9,10.2,5.4,8.8,5.7,16.6,5.02,7.77
"2018-03-04","Manhattan",21.6,9.2,58.7,0,5.5,13.1,11.0,7.9,9.8,7.8,11.8,3.98,6.11
"2018-03-05","Manhattan",14.3,3.9,48.9,0,6.3,15.6,10.0,7.2,9.5,7.9,16.5,4.00,6.18
"2018-03-06","Manhattan",5.7,-0.5,53.2,0,8.1,20.1,7.2,4.7,7.9,5.5,7.9,2.43,3.79
"2018-03-07","Manhattan",9.2,-5.0,52.2,0,4.4,14.8,6.8,3.5,6.3,4.4,17.9,2.92,4.43
"2018-03-08","Manhattan",9.9,-8.7,51.2,0,1.3,6.6,7.0,2.3,6.2,3.5,17.0,1.90,2.59
"2018-03-09","Manhattan",18.2,-2.1,44.5,0,1.5,6.4,9.1,3.2,7.7,4.0,18.1,2.87,4.06
"2018-03-10","Manhattan",18.5,-1.2,54.7,0,1.9,11.0,8.8,4.4,7.8,5.1,11.7,2.73,3.99
"2018-03-11","Manhattan",6.5,0,72.6,0,6.0,12.5,7.0,5.3,7.2,5.8,6.1,1.56,2.34
"2018-03-12","Manhattan",11.9,-0.9,52.5,0,2.6,7.1,8.9,4.4,7.8,5.1,18.6,2.83,4.07
"2018-03-13","Manhattan",12.1,-4.1,48.3,0,1.9,8.6,8.6,3.9,7.6,4.8,19.8,2.68,3.77
"2018-03-14","Manhattan",20.3,-6.6,37.8,0,2.8,10.3,9.0,3.2,7.8,4.3,19.4,4.27,6.51
"2018-03-15","Manhattan",25.4,9.4,31.9,0,4.0,11.1,11.5,6.3,10.0,6.6,18.3,5.89,9.09
"2018-03-16","Manhattan",21.1,4.2,63.3,2.79,5.5,13.9,11.1,9.0,10.3,9.1,10.4,4.51,7.05
"2018-03-17","Manhattan",9.3,-0.3,72.6,0,3.3,9.9,9.8,6.9,9.4,7.8,10.7,1.77,2.47
"2018-03-18","Manhattan",12.8,-2.8,78.5,2.03,2.1,8.0,8.8,5.4,8.3,6.3,9.5,1.82,2.53
"2018-03-19","Manhattan",7.4,3.3,86.7,7.11,5.9,11.4,7.6,6.5,7.8,6.9,5.2,1.09,1.53
"2018-03-20","Manhattan",6.9,0.1,80.0,0,4.0,9.4,7.2,5.5,7.2,6.4,5.2,1.36,1.96
"2018-03-21","Manhattan",15.6,-3.2,62.8,0.25,1.3,5.5,10.4,3.8,8.9,4.8,20.7,2.67,3.47
"2018-03-22","Manhattan",23.5,4.9,47.8,0,2.4,9.1,12.0,6.6,10.5,7.0,19.0,4.32,6.25
"2018-03-23","Manhattan",22.3,7.4,62.9,0,3.7,11.4,11.9,8.5,10.9,8.7,12.1,3.78,5.60
"2018-03-24","Manhattan",12.5,3.6,74.0,0,4.4,10.3,10.9,8.4,10.7,8.9,6.4,1.86,2.71
"2018-03-25","Manhattan",12.0,1.4,72.5,0,3.3,8.7,10.7,7.4,9.8,7.9,14.5,2.34,3.22
"2018-03-26","Manhattan",10.7,5.5,93.8,2.79,2.7,7.2,9.5,8.4,9.2,8.6,2.3,0.93,1.24
"2018-03-27","Manhattan",9.9,1.9,78.0,0,2.7,7.2,9.5,7.4,9.2,7.9,8.4,1.59,2.15
"2018-03-28","Manhattan",13.9,-0.3,78.9,0.25,1.0,4.5,10.5,6.4,9.8,7.1,10.6,1.69,2.09
"2018-03-29","Manhattan",8.3,1.2,77.5,0,3.4,9.3,8.6,6.6,9.0,7.5,5.4,1.49,2.13
"2018-03-30","Manhattan",16.7,-2.8,54.5,0,2.2,9.3,10.6,5.0,9.5,6.0,20.8,3.38,4.70
"2018-03-31","Manhattan",13.9,0.7,51.0,0,5.7,12.9,10.9,7.6,9.9,8.4,16.6,3.62,5.41
"2018-04-01","Manhattan",0.9,-4.3,70.5,0,3.8,10.3,7.6,4.5,8.4,5.5,4.5,1.34,1.99
"2018-04-02","Manhattan",3.1,-4.3,88.2,1.27,2.7,7.0,5.1,3.9,5.5,4.8,5.3,0.76,0.96
"2018-04-03","Manhattan",6.0,-3.3,75.8,2.03,6.3,15.4,6.2,4.0,6.1,5.0,11.8,1.93,2.81
"2018-04-04","Manhattan",11.5,-7.3,48.2,0,3.2,9.9,7.6,2.5,6.7,3.6,21.5,3.19,4.58
"2018-04-05","Manhattan",21.9,0.2,40.0,0,2.4,8.3,11.5,4.5,9.7,5.2,22.2,4.49,6.39
"2018-04-06","Manhattan",8.0,-6.6,61.7,0,5.8,13.7,8.5,4.7,8.7,5.7,9.6,2.16,3.26
"2018-04-07","Manhattan",7.7,-8.1,46.8,0,2.3,8.0,8.9,3.2,7.7,4.3,22.5,2.59,3.53
"2018-04-08","Manhattan",7.3,-2.0,62.9,0.25,3.6,11.1,6.2,4.8,6.4,5.5,6.8,1.82,2.67
"2018-04-09","Manhattan",9.4,-2.0,67.9,0.25,3.5,8.3,8.2,4.3,7.4,5.0,14.0,2.12,2.91
"2018-04-10","Manhattan",21.5,-4.2,54.4,0,2.6,11.2,9.9,3.9,8.8,4.9,19.7,4.19,6.02
"2018-04-11","Manhattan",27.1,11.1,36.9,0,4.1,10.6,11.8,7.4,10.7,7.6,13.3,6.15,9.48
"2018-04-12","Manhattan",30.6,8.2,48.4,0,4.0,12.0,14.9,9.5,13.3,9.7,20.1,6.72,10.01
"2018-04-13","Manhattan",27.7,4.8,60.3,0,6.0,15.6,17.7,12.9,15.6,13.2,18.6,6.79,10.39
"2018-04-14","Manhattan",5.4,-2.4,88.1,1.02,6.6,15.0,12.9,7.5,13.5,8.8,5.3,0.96,1.35
"2018-04-15","Manhattan",1.4,-4.1,68.2,0,6.9,13.7,7.5,5.8,8.8,6.7,9.6,1.50,2.20
"2018-04-16","Manhattan",13.8,-0.8,50.6,0,2.6,9.2,11.7,5.2,10.1,6.1,23.9,3.65,4.98
"2018-04-17","Manhattan",22.2,2.8,50.2,0,3.5,9.8,12.2,6.9,11.0,7.6,22.9,5.04,7.21
"2018-04-18","Manhattan",13.7,0.9,59.7,0,6.3,16.5,10.5,7.8,10.5,8.8,13.4,3.63,5.49
"2018-04-19","Manhattan",15.9,-0.2,54.4,0,2.1,6.8,13.2,6.6,11.5,7.6,25.3,3.73,4.90
"2018-04-20","Manhattan",18.2,0.8,44.6,0,2.6,9.1,12.4,7.5,11.4,8.4,18.9,3.88,5.46
"2018-04-21","Manhattan",12.2,6.1,80.3,15.75,2.2,5.9,10.4,9.2,10.6,9.5,3.3,1.85,2.71
"2018-04-22","Manhattan",18.9,6.9,61.8,0,2.7,10.5,13.1,8.4,12.0,8.9,14.7,3.35,4.60
"2018-04-23","Manhattan",24.2,7.6,45.4,0,1.3,7.4,16.2,9.3,14.2,9.9,25.1,4.50,5.71
"2018-04-24","Manhattan",25.0,5.3,62.4,0,2.6,13.3,15.5,10.1,13.8,10.9,16.1,4.90,7.15
"2018-04-25","Manhattan",10.1,4.7,92.0,18.03,2.7,8.6,12.6,9.7,12.8,10.6,4.1,0.96,1.20
"2018-04-26","Manhattan",21.4,2.5,66.0,0,2.4,9.6,15.4,8.2,13.7,9.1,22.7,4.22,5.63
"2018-04-27","Manhattan",26.0,3.8,40.9,0,2.9,9.9,16.1,9.6,14.5,10.5,26.2,6.11,8.70
"2018-04-28","Manhattan",21.4,6.8,43.8,0,2.2,7.1,16.8,10.9,15.2,11.6,26.2,4.88,6.49
"2018-04-29","Manhattan",25.1,7.8,48.5,0,4.0,12.6,16.0,11.6,14.9,12.3,17.2,5.41,7.95
"2018-04-30","Manhattan",28.5,15.8,44.8,0,6.2,15.6,18.1,13.8,16.7,13.9,25.0,8.32,12.39
"2018-05-01","Manhattan",25.1,15.5,67.3,14.48,4.8,12.5,17.9,15.8,17.0,15.7,7.1,3.35,4.94
"2018-05-02","Manhattan",29.3,15.3,81.0,25.65,3.5,15.1,20.3,16.4,18.7,16.3,9.3,3.84,5.53
"2018-05-03","Manhattan",27.9,13.5,80.1,15.49,3.0,13.6,20.5,15.9,18.9,16.2,16.3,4.50,6.12
"2018-05-04","Manhattan",26.6,11.3,55.3,0.25,2.2,8.6,21.8,15.3,20.0,15.9,25.5,5.47,7.18
"2018-05-05","Manhattan",29.6,11.3,50.4,0,1.8,6.5,22.0,15.6,20.2,16.3,25.4,5.77,7.64
"2018-05-06","Manhattan",31.5,11.1,51.8,0,1.5,13.3,22.2,16.1,20.7,16.8,23.4,5.45,7.14
"2018-05-07","Manhattan",30.3,14.8,46.1,0,1.7,6.2,22.9,16.9,21.3,17.5,26.0,5.81,7.47
"2018-05-08","Manhattan",29.8,17.4,51.1,0,2.3,9.5,21.8,18.0,20.7,18.4,17.9,5.28,7.20
"2018-05-09","Manhattan",30.9,15.4,51.1,0,2.2,8.5,23.0,17.6,21.6,18.1,26.2,6.40,8.51
"2018-05-10","Manhattan",31.8,16.6,52.8,0,2.1,8.8,24.6,18.5,22.8,18.9,25.4,6.22,8.11
"2018-05-11","Manhattan",31.1,19.7,54.4,0,3.4,10.3,23.5,19.9,22.3,20.1,20.7,6.33,8.76
"2018-05-12","Manhattan",31.8,16.4,60.9,0,3.0,9.8,24.3,20.2,23.0,20.4,20.8,5.98,8.15
"2018-05-13","Manhattan",32.2,14.4,71.2,0.76,2.3,10.6,24.8,19.4,23.2,19.8,19.0,4.95,6.43
"2018-05-14","Manhattan",30.5,18.3,68.3,0,2.1,10.5,24.7,20.6,23.3,20.8,19.2,4.92,6.30
"2018-05-15","Manhattan",27.5,15.8,69.1,0,2.3,7.9,24.7,20.7,23.2,20.9,19.4,4.64,5.96
"2018-05-16","Manhattan",30.2,12.8,64.0,0,1.1,7.9,25.1,18.9,23.6,19.7,25.6,5.14,6.13
"2018-05-17","Manhattan",29.6,12.2,60.7,0,1.7,7.9,25.6,19.1,24.0,19.9,27.1,5.67,7.09
"2018-05-18","Manhattan",27.9,12.6,65.5,0,1.8,7.0,23.3,19.6,22.5,20.4,15.8,3.93,5.04
"2018-05-19","Manhattan",27.3,16.2,78.6,24.89,2.1,7.6,25.5,19.8,24.0,20.2,20.1,4.44,5.46
"2018-05-20","Manhattan",18.3,13.9,88.9,0,2.0,5.4,21.6,19.0,22.2,19.6,4.1,1.24,1.50
"2018-05-21","Manhattan",27.3,12.4,72.9,0.25,1.5,4.9,24.5,17.9,22.8,18.5,23.3,4.69,5.68
"2018-05-22","Manhattan",30.5,15.8,67.2,0,1.9,7.4,25.7,19.2,24.0,19.8,25.4,5.60,6.90
"2018-05-23","Manhattan",31.1,19.6,63.9,0,2.6,8.3,26.3,20.9,24.8,21.2,24.8,6.21,8.00
"2018-05-24","Manhattan",31.7,19.3,70.7,0,2.5,10.7,26.1,21.5,24.7,21.9,20.5,5.55,7.24
"2018-05-25","Manhattan",33.9,18.9,59.6,0,1.7,5.5,26.9,21.5,25.2,21.8,20.7,5.49,7.02
"2018-05-26","Manhattan",38.0,20.4,53.9,0,2.0,6.8,28.9,22.1,26.8,22.4,26.9,7.49,9.87
"2018-05-27","Manhattan",35.4,19.7,55.3,0,2.1,7.3,28.2,22.9,26.6,23.4,24.8,6.73,8.76
"2018-05-28","Manhattan",34.3,18.8,56.4,0,1.7,7.9,28.3,22.8,26.7,23.4,25.4,6.28,7.92
"2018-05-29","Manhattan",31.5,16.9,72.2,14.22,1.9,12.1,27.3,22.4,25.7,23.3,15.0,4.25,5.49
"2018-05-30","Manhattan",31.7,15.5,66.5,0,2.0,8.4,27.7,20.9,26.1,21.7,27.7,6.22,7.77
"2018-05-31","Manhattan",32.1,19.4,65.2,0,1.2,6.1,28.0,22.5,26.3,23.0,21.5,4.94,5.84
"2018-06-01","Manhattan",34.1,16.7,68.0,0,2.6,9.9,28.2,22.0,26.6,22.7,26.7,6.66,8.53
"2018-06-02","Manhattan",27.7,16.1,70.0,31.50,3.9,18.7,26.4,21.9,25.6,22.7,24.5,6.01,8.04
"2018-06-03","Manhattan",29.1,13.4,58.2,0,1.6,6.2,26.6,20.5,25.2,21.4,28.3,5.86,7.26
"2018-06-04","Manhattan",28.6,15.0,66.9,0,1.6,6.7,25.0,21.4,24.0,22.0,15.6,4.10,5.26
"2018-06-05","Manhattan",32.5,15.8,62.0,0,1.9,6.4,27.3,20.8,25.7,21.4,27.3,6.21,7.70
"2018-06-06","Manhattan",34.4,20.7,59.9,0,2.2,7.4,28.2,22.8,26.6,23.2,26.8,6.86,8.73
"2018-06-07","Manhattan",30.6,20.8,63.3,0,1.8,8.6,26.8,23.2,25.6,23.6,16.3,4.47,5.66
"2018-06-08","Manhattan",34.5,18.1,62.0,0,2.1,7.3,27.7,22.6,26.3,23.1,25.4,6.51,8.31
"2018-06-09","Manhattan",35.8,21.7,57.0,0,3.6,14.5,27.7,23.6,26.4,23.9,23.6,7.72,10.65
"2018-06-10","Manhattan",37.8,24.8,48.5,0,4.1,10.8,28.2,24.0,27.0,24.3,26.8,9.50,13.41
"2018-06-11","Manhattan",36.5,20.9,58.0,9.40,3.5,9.5,29.1,25.0,27.8,25.1,26.3,7.94,10.72
"2018-06-12","Manhattan",33.0,20.0,72.6,0.25,1.6,6.5,29.5,24.6,28.0,25.0,22.2,5.37,6.49
"2018-06-13","Manhattan",29.1,22.4,63.5,0,2.5,8.0,26.6,24.3,26.7,24.8,16.7,4.71,6.10
"2018-06-14","Manhattan",37.7,21.2,54.2,0,3.5,10.9,28.4,23.5,27.1,24.0,26.3,8.55,11.81
"2018-06-15","Manhattan",37.1,26.2,45.9,0,4.9,12.3,28.6,24.5,27.3,24.8,26.5,10.31,14.93
"2018-06-16","Manhattan",36.5,25.9,50.1,0,5.0,11.8,28.6,24.9,27.4,25.2,23.3,9.53,13.87
"2018-06-17","Manhattan",35.7,25.9,52.4,0,4.7,12.7,29.0,25.1,27.8,25.3,25.6,9.18,13.01
"2018-06-18","Manhattan",35.5,25.2,59.1,0,3.7,12.6,29.2,25.4,27.9,25.6,20.8,7.29,10.09
"2018-06-19","Manhattan",30.4,20.4,70.5,0.25,2.8,10.5,26.7,24.9,26.7,25.4,9.7,3.79,5.25
"2018-06-20","Manhattan",29.8,17.7,73.2,2.79,2.7,12.8,28.1,24.0,26.8,24.4,19.2,5.25,6.92
"2018-06-21","Manhattan",24.8,16.2,72.8,0,4.8,13.4,24.0,22.2,24.9,22.9,12.1,4.17,5.95
"2018-06-22","Manhattan",22.8,17.8,78.9,0,2.5,7.3,23.3,21.7,23.2,22.3,8.7,2.58,3.36
"2018-06-23","Manhattan",33.2,15.3,61.1,0,1.2,5.2,28.2,20.9,26.5,21.6,27.4,5.87,6.99
"2018-06-24","Manhattan",30.7,20.7,62.8,0.25,2.0,7.3,26.8,23.6,25.8,23.8,16.8,4.90,6.41
"2018-06-25","Manhattan",29.5,19.6,71.3,18.03,2.4,8.6,28.4,23.2,26.8,23.6,22.5,5.51,6.96
"2018-06-26","Manhattan",32.8,18.7,66.1,2.79,1.6,5.2,29.5,23.2,27.8,23.7,24.6,5.73,6.92
"2018-06-27","Manhattan",36.4,20.7,70.8,0,1.6,8.3,30.7,24.2,28.8,24.7,26.7,6.45,7.71
"2018-06-28","Manhattan",40.7,24.5,53.7,0,3.2,10.4,31.0,25.6,29.4,26.0,27.3,9.20,12.63
"2018-06-29","Manhattan",39.5,27.1,47.8,0,5.3,12.1,30.2,26.1,28.9,26.5,27.8,11.55,16.92
"2018-06-30","Manhattan",37.2,23.5,57.4,0,3.2,16.0,30.7,26.2,29.1,26.4,21.1,7.61,10.63
"2018-07-01","Manhattan",29.5,18.7,66.0,0,2.3,7.7,29.2,25.4,28.2,25.9,23.4,5.57,7.01
"2018-07-02","Manhattan",35.1,16.6,60.1,0,2.1,8.8,30.3,23.9,28.8,24.8,27.6,6.90,8.82
"2018-07-03","Manhattan",39.0,21.7,51.9,0,2.9,10.7,30.5,25.5,29.2,26.0,25.6,8.28,11.31
"2018-07-04","Manhattan",36.6,25.2,53.9,0,2.8,8.7,31.4,26.3,29.8,26.7,26.2,7.82,10.35
"2018-07-05","Manhattan",32.6,20.6,70.6,9.14,2.1,8.5,30.4,26.0,29.3,26.6,21.3,5.28,6.47
"2018-07-06","Manhattan",33.4,22.3,68.3,0,1.7,6.4,30.8,25.9,29.4,26.4,22.9,5.61,6.77
"2018-07-07","Manhattan",33.2,20.3,61.2,0,1.7,6.3,30.7,25.1,29.3,25.9,26.5,6.18,7.51
"2018-07-08","Manhattan",36.0,15.6,49.5,0,1.8,6.4,30.6,24.2,29.1,25.3,27.4,6.93,8.97
"2018-07-09","Manhattan",36.3,17.3,49.4,0,1.2,5.2,31.0,24.7,29.5,25.6,27.6,6.39,7.85
"2018-07-10","Manhattan",37.4,20.3,54.7,0,1.4,6.2,31.6,25.5,30.1,26.2,25.6,6.41,7.87
"2018-07-11","Manhattan",37.7,22.6,52.4,0,2.1,7.9,31.4,26.8,30.0,27.3,20.3,6.37,8.43
"2018-07-12","Manhattan",38.8,22.5,48.8,0,2.7,8.9,31.7,26.7,30.4,27.2,25.5,8.04,10.88
"2018-07-13","Manhattan",38.0,22.3,63.1,3.56,2.2,8.8,31.7,26.9,30.1,27.4,18.1,6.05,8.11
"2018-07-14","Manhattan",32.3,21.4,80.5,16.26,1.0,5.6,30.7,25.9,29.5,26.5,16.4,3.93,4.51
"2018-07-15","Manhattan",34.9,21.4,73.5,0,1.0,6.1,30.8,26.0,29.6,26.6,20.2,4.89,5.75
"2018-07-16","Manhattan",34.3,23.5,64.2,0,1.3,5.8,31.1,26.5,29.8,26.9,23.0,5.64,6.76
"2018-07-17","Manhattan",28.7,21.9,85.0,3.05,1.8,8.1,28.8,26.0,28.3,26.6,12.0,3.14,3.78
"2018-07-18","Manhattan",32.4,25.0,63.5,0,1.7,5.9,29.6,26.9,28.4,27.0,22.2,5.42,6.44
"2018-07-19","Manhattan",35.6,20.9,74.4,3.30,1.5,21.2,29.4,25.6,28.3,26.1,18.3,4.90,6.03
"2018-07-20","Manhattan",32.5,20.0,70.2,0,1.4,6.6,28.2,24.4,27.6,25.3,18.3,4.73,5.88
"2018-07-21","Manhattan",32.9,18.7,63.7,0.25,1.6,5.5,29.9,23.7,28.6,24.6,26.3,6.05,7.41
"2018-07-22","Manhattan",32.4,19.7,63.0,0,1.4,5.8,29.6,24.5,28.4,25.2,21.2,5.23,6.49
"2018-07-23","Manhattan",32.3,20.6,65.0,0,1.3,6.2,29.7,24.8,28.4,25.4,19.1,4.71,5.72
"2018-07-24","Manhattan",33.0,19.9,54.6,0,1.5,7.7,30.0,24.7,28.8,25.4,26.2,6.12,7.58
"2018-07-25","Manhattan",32.4,15.8,65.9,0,1.3,6.8,27.4,23.9,26.9,24.9,14.1,4.11,5.35
"2018-07-26","Manhattan",29.0,18.3,66.9,2.54,1.3,7.9,28.0,24.2,27.0,24.8,16.4,4.18,5.25
"2018-07-27","Manhattan",31.6,15.6,57.5,0,1.3,5.8,28.4,22.3,27.3,23.4,24.5,5.36,6.53
"2018-07-28","Manhattan",33.0,18.9,59.2,0,2.0,7.3,29.1,23.6,27.9,24.4,22.7,5.94,7.70
